01,2018,05,24,23,26,0002870,0181,20,24,30,19,18
02,2009,07,11,00,00,0002000,0200,50,50,50,50,50
03,2009,07,11,00,00,0001800,0180,50,50,50,50,50
04,2017,11,03,21,30,0001610,0097,20,24,30,19,18
05,2009,07,11,00,00,0001600,0160,50,50,50,50,50
06,2009,07,11,00,00,0001400,0140,50,50,50,50,50
07,2016,06,17,10,33,0001230,0067,20,24,30,19,18
08,2009,07,11,00,00,0001200,0120,50,50,50,50,50
09,2009,07,11,00,00,0001000,0100,50,50,50,50,50
10,2017,11,02,23,11,0000940,0048,20,24,30,19,18
